ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential_Primary,-0000,-0000,-0000,-0000,-0000,-0000,-0000,-0000
2016 Primary,0.00,13.96,0.00,0.00,0.00,5.98,7.51,12.19
2016 Primary Runoff,0.00,5.13,0.00,0.00,0.00,1.66,3.47,4.46
2016 General,83.33,52.21,64.29,0.00,25.93,61.28,44.85,52.70
2018 Primary,6.67,15.84,10.53,0.00,7.14,26.68,13.69,17.17
2018 Primary Runoff,0.00,4.72,5.00,0.00,0.00,5.00,2.94,4.50
2018 General,83.33,50.69,72.73,16.67,50.00,66.18,40.61,52.71
