ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,44.12,47.76,46.15,0.00,39.29,56.26,37.16,54.01
2016 Primary,17.14,28.46,14.29,0.00,20.69,25.85,11.49,25.02
2016 Primary Runoff,8.57,22.76,3.57,0.00,20.69,25.20,12.84,23.83
2016 General,74.36,67.98,70.97,0.00,63.64,80.60,64.33,78.20
2018 Primary,20.59,35.83,20.00,0.00,30.56,36.61,20.59,35.09
2018 Primary Runoff,5.71,14.74,0.00,0.00,13.89,18.97,9.15,17.53
2018 General,84.62,72.11,65.12,0.00,60.98,78.82,61.08,76.71
