ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,34.78,38.01,0.00,36.58
2016 Primary,13.09,12.57,0.00,12.80
2016 Primary Runoff,4.66,4.80,0.00,4.74
2016 General,59.88,65.94,100.0,63.27
2018 Primary,21.00,24.74,0.00,23.03
2018 Primary Runoff,15.37,18.07,0.00,16.82
2018 General,59.76,66.63,0.00,63.45
