ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,22.21,34.15,0.00,29.10
2016 Primary,11.35,17.96,0.00,15.14
2016 Primary Runoff,2.43,5.52,0.00,4.21
2016 General,52.62,68.90,33.33,61.86
2018 Primary,15.20,23.01,0.00,19.62
2018 Primary Runoff,2.89,6.93,0.00,5.18
2018 General,47.05,63.38,50.00,56.20
