ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,20.36,9.09,0.00,5.08,16.90,11.80,19.27
2016 Primary,0.00,10.29,0.00,0.00,1.59,12.50,3.20,9.54
2016 Primary Runoff,0.00,4.77,0.00,0.00,0.00,7.04,0.80,4.37
2016 General,42.86,48.62,41.67,100.0,35.90,45.68,36.02,47.33
2018 Primary,0.00,10.55,7.14,0.00,0.00,15.38,3.48,9.73
2018 Primary Runoff,0.00,3.16,0.00,0.00,0.00,6.58,0.83,2.91
2018 General,45.45,44.21,23.08,33.33,23.47,38.10,29.67,42.24
