ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,32.76,32.17,0.00,32.45
2016 Primary,7.72,7.91,0.00,7.82
2016 Primary Runoff,1.37,1.40,0.00,1.39
2016 General,57.92,61.47,0.00,59.79
2018 Primary,15.92,14.72,0.00,15.29
2018 Primary Runoff,6.16,5.63,0.00,5.88
2018 General,52.95,55.20,100.0,54.16
