ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,9.26,21.81,24.77,0.00,34.72,38.04,18.79,29.15
2016 Primary,4.65,4.66,4.81,0.00,10.64,9.07,1.71,6.95
2016 Primary Runoff,1.56,1.07,1.94,0.00,6.38,3.65,0.00,2.63
2016 General,61.29,51.82,47.32,0.00,50.00,69.15,48.44,61.25
2018 Primary,8.38,16.72,12.90,0.00,20.00,18.32,7.46,15.60
2018 Primary Runoff,2.86,6.07,2.44,0.00,11.11,13.64,5.47,9.67
2018 General,45.66,52.84,42.07,0.00,64.71,67.24,39.07,57.77
