ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,44.27,46.08,0.00,45.20
2016 Primary,16.25,17.14,0.00,16.72
2016 Primary Runoff,9.31,7.80,0.00,8.51
2016 General,73.68,74.76,0.00,74.25
2018 Primary,22.57,25.92,0.00,24.30
2018 Primary Runoff,20.37,21.23,0.00,20.82
2018 General,71.01,73.72,100.0,72.43
