ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,31.28,29.10,0.00,30.20
2016 Primary,8.20,6.98,0.00,7.60
2016 Primary Runoff,1.61,1.34,0.00,1.48
2016 General,57.10,56.97,0.00,57.02
2018 Primary,12.34,14.29,0.00,13.29
2018 Primary Runoff,5.27,5.27,0.00,5.27
2018 General,49.39,52.90,0.00,51.09
