ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,20.40,23.15,0.00,21.79
2016 Primary,4.39,3.85,0.00,4.12
2016 Primary Runoff,0.68,0.67,0.00,0.68
2016 General,48.89,54.30,25.00,51.59
2018 Primary,9.77,9.72,0.00,9.74
2018 Primary Runoff,2.33,2.67,0.00,2.51
2018 General,43.90,46.74,50.00,45.42
