ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,0.00,30.26,0.00,0.00,29.63,18.75,13.61,28.71
2016 Primary,0.00,15.78,0.00,0.00,0.00,6.25,6.12,14.68
2016 Primary Runoff,0.00,7.13,0.00,0.00,4.00,0.00,3.40,6.71
2016 General,50.00,59.52,46.67,0.00,56.52,56.52,42.04,58.01
2018 Primary,0.00,18.44,6.67,0.00,10.34,3.23,5.22,16.76
2018 Primary Runoff,0.00,6.06,7.14,0.00,3.45,0.00,0.89,5.46
2018 General,33.33,56.74,64.29,0.00,42.11,38.71,33.88,54.06
