ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,45.89,47.50,0.00,46.71
2016 Primary,17.93,20.32,0.00,19.15
2016 Primary Runoff,4.11,3.33,0.00,3.71
2016 General,73.75,72.88,0.00,73.31
2018 Primary,22.14,24.11,0.00,23.14
2018 Primary Runoff,12.83,10.23,0.00,11.53
2018 General,69.96,70.76,0.00,70.36
