ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,18.13,27.66,0.00,23.42
2016 Primary,8.85,14.75,0.00,12.14
2016 Primary Runoff,2.85,5.73,0.00,4.45
2016 General,40.26,56.20,0.00,49.07
2018 Primary,8.93,17.02,0.00,13.39
2018 Primary Runoff,2.23,6.25,0.00,4.45
2018 General,37.68,51.97,100.0,45.58
