ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,31.25,30.23,37.50,33.33,27.03,39.69,23.25,31.27
2016 Primary,11.76,13.51,9.09,0.00,12.82,8.55,6.36,11.92
2016 Primary Runoff,0.00,4.28,0.00,0.00,2.56,1.63,1.43,3.46
2016 General,83.33,56.76,57.50,50.00,48.78,67.00,47.71,57.83
2018 Primary,14.29,19.36,22.50,0.00,22.73,18.47,15.30,18.79
2018 Primary Runoff,0.00,4.72,0.00,0.00,2.22,4.26,3.63,4.40
2018 General,51.85,53.69,66.67,50.00,60.56,64.00,45.71,55.30
