ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,19.05,26.06,37.21,100.0,44.83,39.90,22.36,30.54
2016 Primary,10.71,12.90,8.51,0.00,3.23,12.85,4.19,11.97
2016 Primary Runoff,3.57,4.44,0.00,0.00,3.23,2.21,0.90,3.31
2016 General,66.67,54.31,62.96,50.00,50.00,73.03,53.54,60.74
2018 Primary,16.67,20.85,17.24,33.33,9.30,26.59,16.84,22.30
2018 Primary Runoff,4.76,4.91,7.14,0.00,2.38,6.92,2.95,5.44
2018 General,63.04,55.61,65.00,40.00,44.00,72.49,56.61,61.76
