ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,30.65,30.27,0.00,30.46
2016 Primary,7.04,7.00,0.00,7.02
2016 Primary Runoff,1.72,2.67,0.00,2.20
2016 General,58.76,62.19,0.00,60.44
2018 Primary,13.03,14.34,0.00,13.69
2018 Primary Runoff,9.13,8.74,0.00,8.93
2018 General,56.96,58.40,0.00,57.69
