ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,23.98,34.33,0.00,29.85
2016 Primary,12.06,17.31,0.00,15.02
2016 Primary Runoff,7.69,10.57,0.00,9.31
2016 General,48.26,64.65,0.00,57.48
2018 Primary,14.74,21.96,0.00,18.73
2018 Primary Runoff,5.74,7.18,0.00,6.54
2018 General,44.94,59.71,0.00,53.05
