ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,30.95,39.74,0.00,36.08
2016 Primary,18.48,22.84,0.00,21.03
2016 Primary Runoff,6.77,10.38,0.00,8.88
2016 General,55.63,69.97,0.00,63.94
2018 Primary,17.81,24.89,0.00,21.86
2018 Primary Runoff,6.47,9.48,0.00,8.20
2018 General,53.46,67.32,0.00,61.22
