ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,43.89,49.18,0.00,46.76
2016 Primary,24.20,25.00,0.00,24.64
2016 Primary Runoff,15.02,17.60,0.00,16.42
2016 General,69.28,74.07,0.00,71.87
2018 Primary,28.15,34.34,0.00,31.51
2018 Primary Runoff,14.38,16.35,0.00,15.45
2018 General,67.94,70.59,0.00,69.37
