ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,26.55,36.91,0.00,32.37
2016 Primary,12.72,20.85,0.00,17.29
2016 Primary Runoff,4.83,7.59,0.00,6.38
2016 General,49.64,66.06,0.00,58.92
2018 Primary,16.65,23.39,0.00,20.42
2018 Primary Runoff,6.86,9.01,0.00,8.06
2018 General,45.13,61.84,0.00,54.33
