ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,28.34,34.52,0.00,31.75
2016 Primary,8.79,12.56,0.00,10.87
2016 Primary Runoff,6.00,8.48,0.00,7.37
2016 General,52.81,60.73,0.00,57.09
2018 Primary,17.13,21.19,0.00,19.37
2018 Primary Runoff,6.42,7.57,0.00,7.05
2018 General,52.72,60.75,0.00,57.11
