AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,2.9,0.0,0.0,25.0,8.98,3.85,7.04
25-29,0.0,0.0,0.0,0.0,0.0,5.97,0.0,3.79
30-34,0.0,2.0,0.0,0.0,0.0,2.92,11.11,3.05
35-39,0.0,0.0,0.0,0.0,0.0,9.38,0.0,6.15
40-44,0.0,1.82,0.0,0.0,0.0,14.81,0.0,10.96
45-49,0.0,0.0,0.0,0.0,0.0,12.77,0.0,9.45
50-54,0.0,3.23,0.0,0.0,0.0,15.3,0.0,12.05
55-59,0.0,7.23,0.0,0.0,0.0,16.58,37.5,14.34
60-64,0.0,6.33,100.0,0.0,0.0,26.06,0.0,19.86
65-OVER,0.0,11.5,0.0,0.0,0.0,28.32,7.14,23.68
TOTAL,0.0,5.22,5.0,0.0,10.0,17.48,5.77,13.78
