RACE,MALE,FEMALE,UNKNOWN,TOTAL
UNKNOWN,1.410,0.880,0.00,1.180
OTHER,0.00,0.00,0.00,0.00
NATIVE-AM,0.00,0.00,0.00,0.00
HISP-LT,0.00,8.330,0.00,3.450
ASIA-PI,0.00,0.00,0.00,0.00
WHITE,3.450,3.510,0.00,3.460
BLACK,0.770,0.690,0.00,0.730
TOTAL,1.750,1.850,0.00,1.790
