PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1,0.00,12.87,0.00,0.00,0.00,17.70,0.00,14.14
10,0.00,3.620,0.00,33.33,12.50,12.15,2.580,10.09
2,0.00,3.790,0.00,0.00,0.00,13.51,7.690,8.940
3,0.00,0.00,0.00,0.00,50.00,18.46,8.000,16.75
4,0.00,2.260,0.00,0.00,5.260,12.61,3.900,9.820
5,0.00,4.000,0.00,0.00,0.00,10.95,3.880,9.480
6,0.00,4.090,4.880,0.00,3.230,14.56,4.420,11.59
7,0.00,1.270,0.00,0.00,9.090,16.62,1.250,14.00
8,0.00,2.100,0.00,0.00,0.00,10.79,3.880,8.440
9,2.080,1.870,2.330,0.00,7.690,12.69,3.690,9.320
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.390,3.420,1.290,7.690,6.520,13.08,3.590,10.40
