PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,13.33,2.060,0.00,0.00,0.00,10.93,1.380,6.530
02,0.00,2.800,2.040,0.00,0.00,11.23,1.850,5.960
03,0.00,2.030,10.00,0.00,0.00,15.06,0.00,8.280
04,6.980,6.170,11.76,0.00,0.00,20.26,2.020,13.44
05,4.650,2.860,0.00,0.00,7.690,21.71,5.000,11.52
06,0.00,1.990,0.00,0.00,11.11,16.89,1.320,10.58
07,0.00,2.210,0.00,0.00,10.53,14.59,1.290,4.660
08,0.00,6.560,0.00,0.00,0.00,8.070,0.450,6.160
09,0.00,8.270,0.00,0.00,0.00,19.52,2.940,13.86
10,25.00,11.09,0.00,25.00,0.00,10.42,3.670,10.45
11,0.00,25.59,0.00,0.00,0.00,0.00,2.080,23.58
12,0.00,6.810,0.00,0.00,0.00,11.11,0.00,6.340
13,0.00,4.190,0.00,0.00,20.00,0.00,0.750,3.760
14,0.00,3.210,0.00,0.00,0.00,7.810,0.00,3.120
15,0.00,1.620,0.00,0.00,0.00,9.210,0.610,2.780
16,0.00,1.060,0.00,0.00,0.00,3.260,0.00,1.030
17,0.00,4.430,0.00,0.00,0.00,9.520,0.520,4.160
18,0.00,8.400,0.00,50.00,0.00,11.38,3.510,8.100
19,0.00,12.20,0.00,0.00,0.00,13.64,4.550,11.93
20,0.00,7.620,0.00,0.00,0.00,16.53,1.870,11.23
21,0.00,5.930,0.00,0.00,0.00,8.590,0.00,6.000
22,0.00,2.800,0.00,0.00,5.260,9.170,0.750,3.330
23,0.00,3.550,0.00,0.00,0.00,10.92,0.600,5.680
24,0.00,2.650,0.00,0.00,0.00,13.51,1.880,3.180
25,0.00,6.480,13.33,0.00,0.00,19.13,9.620,15.18
26,0.00,24.63,0.00,0.00,0.00,15.91,5.000,23.06
27,0.00,4.740,5.560,0.00,10.00,16.44,1.830,11.70
28,0.00,0.360,0.00,0.00,9.090,0.00,0.00,0.410
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GF4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,3.110,5.560,2.470,4.650,2.600,15.63,1.760,7.950
