PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1A,0.0,4.17,10.53,0.0,15.38,14.63,4.65,12.73
1B,0.0,4.62,4.55,14.29,0.0,12.68,5.03,11.25
1C,0.0,1.02,20.0,0.0,12.5,14.18,4.26,12.05
1D,0.0,2.67,0.0,0.0,16.67,14.06,2.76,12.03
2A,0.0,2.38,4.88,0.0,8.33,11.75,3.55,9.88
2B,8.33,1.5,0.0,0.0,12.5,12.11,2.25,9.38
2C,0.0,1.47,7.35,0.0,0.0,10.64,3.07,8.32
3A,0.0,4.71,0.0,0.0,0.0,15.32,1.52,12.01
3B,0.0,2.3,0.0,0.0,0.0,15.62,3.17,10.35
3C,0.0,1.07,8.33,0.0,0.0,14.56,2.51,10.97
3D,0.0,5.49,3.7,0.0,0.0,10.66,4.42,8.9
4A,0.0,1.44,5.41,0.0,0.0,11.92,2.65,9.46
4B,0.0,4.39,0.0,0.0,0.0,10.76,1.1,8.13
4C,16.67,4.38,0.0,0.0,5.0,6.81,3.45,6.12
5A,0.0,0.86,0.0,33.33,11.76,11.62,2.19,9.24
5B,0.0,1.48,1.37,0.0,0.0,9.14,2.73,6.54
5C,0.0,0.92,8.7,0.0,0.0,14.01,6.4,10.82
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,1.47,2.48,3.4,4.17,4.88,11.85,3.22,9.46
