AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,6.98,1.09,0.00,33.33,7.17,1.54,5.48
25-29,0.00,1.20,2.08,0.00,0.00,4.44,0.00,3.21
30-34,0.00,2.82,0.00,0.00,0.00,5.78,0.00,4.56
35-39,0.00,6.67,5.88,0.00,0.00,8.60,0.00,7.76
40-44,0.00,19.23,0.00,0.00,33.33,9.96,0.00,10.94
45-49,0.00,13.85,0.00,0.00,0.00,14.67,11.11,13.87
50-54,0.00,12.82,6.25,0.00,0.00,21.25,0.00,18.46
55-59,0.00,12.75,0.00,0.00,50.00,20.57,0.00,17.91
60-64,0.00,26.44,18.18,0.00,0.00,28.06,0.00,26.82
65-OVER,0.00,27.13,0.00,0.00,0.00,32.81,0.00,30.82
TOTAL,0.00,14.66,2.46,0.00,20.00,18.52,1.23,16.17
