AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.59,0.0,0.0,3.92,0.59,2.11
25-29,0.0,0.0,0.0,0.0,0.0,2.91,0.99,1.65
30-34,0.0,0.53,1.64,0.0,0.0,3.23,0.0,2.19
35-39,0.0,0.37,0.0,0.0,0.0,7.74,0.0,5.06
40-44,0.0,0.79,3.39,0.0,0.0,8.57,0.0,5.87
45-49,14.29,1.34,0.0,0.0,0.0,10.85,3.77,7.88
50-54,0.0,1.41,0.0,0.0,0.0,13.54,4.17,9.39
55-59,0.0,2.26,0.0,0.0,0.0,17.46,0.0,12.67
60-64,0.0,3.87,0.0,0.0,0.0,18.23,4.17,13.7
65-OVER,0.0,4.65,3.85,0.0,0.0,23.94,5.26,19.28
TOTAL,1.67,1.63,0.81,0.0,0.0,13.17,1.5,9.12
