AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.0,0.0,0.0,3.04,0.57,2.13
25-29,0.0,0.0,0.0,0.0,0.0,1.46,0.0,1.09
30-34,0.0,0.0,0.0,0.0,0.0,3.41,2.97,3.01
35-39,0.0,0.0,0.0,0.0,0.0,4.97,2.3,4.34
40-44,0.0,0.0,0.0,0.0,0.0,7.26,6.25,6.62
45-49,0.0,1.04,0.0,0.0,0.0,8.7,0.99,7.3
50-54,0.0,4.88,0.0,25.0,0.0,8.5,1.18,7.67
55-59,0.0,3.92,0.0,0.0,25.0,14.61,3.8,12.95
60-64,0.0,3.57,0.0,0.0,20.0,16.72,9.59,15.25
65-OVER,0.0,10.04,12.5,0.0,50.0,21.47,7.8,19.91
TOTAL,0.0,4.04,0.98,7.14,4.11,11.62,2.82,10.08
