AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.11,0.00,0.00,8.33,4.54,0.63,3.38
25-29,0.00,0.00,0.00,0.00,0.00,3.09,5.13,2.52
30-34,0.00,0.00,0.00,0.00,0.00,3.20,0.00,2.25
35-39,0.00,2.08,0.00,0.00,0.00,6.67,5.26,5.55
40-44,0.00,1.05,0.00,0.00,0.00,7.05,2.22,5.48
45-49,0.00,1.90,0.00,0.00,0.00,7.97,3.33,6.48
50-54,0.00,4.45,0.00,0.00,100.0,11.09,8.16,9.66
55-59,0.00,5.83,20.00,0.00,20.00,14.50,10.71,13.00
60-64,0.00,8.06,0.00,0.00,0.00,17.13,4.84,15.24
65-OVER,0.00,7.69,8.33,0.00,14.29,20.73,12.06,18.95
TOTAL,0.00,3.75,2.11,0.00,11.11,13.11,5.26,11.09
