PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
CATAULA,10.10,9.14,0.00,9.62
ELLERSLIE,10.36,8.33,0.00,9.30
GOODMAN,20.03,18.01,0.00,18.90
HAMILTON,9.36,8.48,0.00,8.89
LOWER 19TH,12.67,9.97,0.00,11.29
MULBERRY GROVE,10.55,8.70,25.00,9.61
PINE MOUNTAIN VALLEY,17.86,15.52,0.00,16.65
SKINNER,17.62,15.08,0.00,16.22
UPPER 19TH,15.58,12.75,0.00,14.08
VALLEY PLAINS,13.62,11.05,0.00,12.23
WAVERLY HALL,8.71,7.85,0.00,8.24
WHITESVILLE,22.06,19.74,0.00,20.82
TOTAL,12.52,10.81,5.26,11.62
