PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,6.67,116.67,0.0,55.56
99999,0.0,0.0,0.0,0.0
AA,8.63,10.04,0.0,9.37
AB,14.4,12.91,0.0,13.65
AD,26.29,24.83,0.0,25.52
AE,16.91,18.02,0.0,17.53
AF,2.23,6.25,0.0,4.45
AG,19.1,19.73,0.0,19.42
AH,15.61,14.48,0.0,14.98
AI,6.39,8.07,0.0,7.35
BB,4.75,7.67,0.0,6.31
BC,6.24,5.22,0.0,5.74
BD,22.11,23.17,0.0,22.67
BE,9.13,8.74,0.0,8.93
BF,10.22,10.27,0.0,10.25
BG,8.83,8.76,0.0,8.79
BH,12.17,11.45,0.0,11.79
BI,12.54,11.52,0.0,12.01
BJ,9.4,12.58,0.0,11.16
BL,4.76,5.85,0.0,5.35
BM,4.13,5.5,0.0,4.9
BR,4.11,5.42,0.0,4.76
CA,5.35,7.69,0.0,6.64
CB,6.86,9.01,0.0,8.06
CC,2.45,3.56,0.0,3.06
CD,4.5,6.8,0.0,5.8
CE,9.53,9.85,0.0,9.67
CF,6.42,8.52,0.0,7.65
CG,6.97,10.12,0.0,8.79
CH,10.89,10.7,0.0,10.79
CI,10.95,13.41,0.0,12.37
CJ,6.89,7.61,0.0,7.31
CK,1.82,2.35,0.0,2.1
CL,4.49,7.62,0.0,6.26
CM,3.59,5.47,0.0,4.69
CN,3.52,3.94,0.0,3.74
CO,10.0,9.88,0.0,9.94
CP,5.22,9.33,0.0,7.49
CQ,3.3,4.27,0.0,3.83
CR,3.93,4.26,0.0,4.11
CS,4.4,6.66,0.0,5.66
CT,1.76,1.65,0.0,1.71
CU,2.48,3.22,0.0,2.87
CV,9.77,10.51,0.0,10.18
CW,12.35,14.23,0.0,13.36
CZ,14.4,13.24,0.0,13.78
DA,8.41,8.26,0.0,8.33
DB,13.36,13.92,0.0,13.64
DC,9.36,9.87,0.0,9.6
DE,5.17,7.5,0.0,6.38
DF,10.73,10.86,0.0,10.8
DG,20.92,21.04,0.0,20.99
DH,5.58,5.63,0.0,5.59
DI,22.09,22.48,0.0,22.29
EA,4.26,6.37,0.0,5.44
EC,20.25,20.07,0.0,20.16
EE,7.56,8.22,0.0,7.91
EF,15.37,18.07,0.0,16.82
EG,6.63,5.62,0.0,6.09
ER,3.57,4.33,0.0,4.02
FA,2.14,3.45,0.0,2.91
FB,10.28,13.24,0.0,11.76
FC,2.44,5.54,0.0,4.18
FE,8.17,12.18,0.0,10.44
FG,6.26,9.69,0.0,8.29
FJ,3.86,6.35,0.0,5.21
FK,4.85,8.62,0.0,6.96
FL,2.5,4.76,0.0,3.82
FM,4.9,5.67,0.0,5.31
GA,8.62,7.12,0.0,7.68
GB,5.14,9.07,0.0,7.29
GC,3.29,5.32,0.0,4.4
GD,8.94,9.59,0.0,9.3
GF,2.03,4.34,0.0,3.36
HA,4.07,5.2,0.0,4.68
HB,13.18,12.32,0.0,12.71
HC,17.29,16.38,0.0,16.81
HF,10.86,10.01,0.0,10.38
HG,24.36,22.61,0.0,23.48
HH,2.89,6.93,0.0,5.18
HI,6.16,5.63,0.0,5.88
IA,5.49,7.19,0.0,6.4
IB,3.48,4.32,0.0,3.88
JA,7.72,7.0,0.0,7.36
JB,4.56,5.89,0.0,5.24
KA,3.27,7.56,0.0,5.64
KB,25.68,24.76,0.0,25.16
KC,10.85,15.84,0.0,13.48
KD,7.29,9.73,0.0,8.64
KE,3.78,6.04,0.0,5.02
KG,20.37,21.23,0.0,20.82
LA,23.43,23.8,0.0,23.62
LB,9.18,9.5,0.0,9.34
LC,5.27,5.27,0.0,5.27
LD,3.06,4.7,0.0,4.07
LE,5.81,6.16,0.0,5.99
LH,2.34,5.08,0.0,3.95
LV,21.17,25.92,0.0,23.63
MA,5.74,7.18,0.0,6.54
MB,2.86,5.08,0.0,4.01
MC,2.03,3.72,0.0,3.04
MD,2.71,6.08,0.0,4.5
ME,6.42,7.57,0.0,7.05
MF,6.47,9.48,0.0,8.2
MG,11.44,10.48,0.0,10.9
MH,25.45,25.11,0.0,25.27
MI,1.46,3.15,0.0,2.46
MJ,2.33,2.67,0.0,2.51
MK,7.69,8.36,0.0,8.07
ML,3.02,5.19,0.0,4.18
MN,2.63,3.41,0.0,3.06
MO,2.43,5.1,0.0,3.89
MP,2.65,6.91,0.0,4.98
MQ,20.45,22.27,0.0,21.39
