AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.27,0.0,0.0,0.0,2.32,0.0,1.23
25-29,0.0,1.08,0.0,0.0,0.0,2.53,0.0,1.72
30-34,0.0,0.0,0.0,0.0,0.0,6.57,3.7,3.6
35-39,0.0,0.0,0.0,0.0,0.0,6.64,3.85,4.0
40-44,25.0,2.12,25.0,0.0,0.0,6.38,0.0,4.78
45-49,0.0,2.33,0.0,0.0,0.0,10.76,4.55,7.43
50-54,50.0,3.16,0.0,0.0,0.0,13.43,5.0,9.68
55-59,0.0,6.73,0.0,0.0,0.0,19.88,5.0,14.27
60-64,0.0,11.5,0.0,0.0,0.0,22.9,5.56,18.15
65-OVER,0.0,10.6,0.0,0.0,100.0,24.82,8.33,20.64
TOTAL,4.44,4.41,0.83,0.0,3.45,14.79,3.22,10.54
