AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.31,0.00,0.00,0.00,6.59,0.00,2.11
25-29,0.00,0.96,9.09,0.00,0.00,9.44,0.00,4.05
30-34,0.00,1.51,0.00,0.00,50.00,11.26,6.67,5.80
35-39,0.00,1.53,0.00,0.00,0.00,9.88,0.00,4.43
40-44,0.00,3.28,14.29,0.00,0.00,13.42,0.00,6.89
45-49,0.00,2.42,25.00,0.00,0.00,16.11,0.00,8.47
50-54,0.00,2.94,0.00,0.00,0.00,17.99,5.88,10.24
55-59,0.00,5.10,0.00,0.00,0.00,25.09,5.00,14.88
60-64,0.00,6.19,0.00,0.00,0.00,26.09,6.25,16.88
65-OVER,0.00,10.82,0.00,0.00,33.33,33.30,16.67,24.41
TOTAL,0.00,4.23,3.61,0.00,11.11,22.27,4.50,12.56
