PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,0.0,7.59,8.0,0.0,4.35,25.33,7.36,22.44
02,20.0,0.0,9.09,0.0,18.18,26.36,13.51,24.91
03,0.0,4.65,0.0,0.0,14.29,27.49,7.69,24.9
04,0.0,4.65,0.0,0.0,0.0,25.71,13.21,22.88
05,0.0,3.33,3.23,0.0,0.0,20.96,11.21,18.23
06,0.0,2.94,5.56,0.0,0.0,24.84,15.48,23.17
07,5.88,8.0,6.25,0.0,0.0,24.65,4.9,21.21
08,5.88,6.1,0.0,0.0,21.05,23.14,10.44,20.77
09,0.0,1.57,7.02,0.0,0.0,20.22,6.3,16.91
10,6.11,2.59,14.75,0.0,0.0,22.87,8.25,19.81
11,4.23,3.33,2.0,0.0,4.17,28.63,6.8,23.72
12,0.79,6.12,2.94,0.0,0.0,25.21,9.8,21.79
13,4.55,5.04,12.5,0.0,5.56,21.09,5.26,18.29
TOTAL,3.54,4.28,6.25,0.0,4.81,24.2,9.06,21.18
