PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
01,5.24,8.5,7.51,6.25,10.84,19.26,15.14,16.44
02,3.25,3.61,2.97,5.88,5.52,10.99,8.9,8.5
03,2.74,5.56,1.74,0.0,5.48,16.86,13.4,15.31
04,6.06,0.0,4.72,7.69,5.13,15.51,11.73,14.25
05,1.23,1.03,2.54,0.0,5.77,14.67,10.68,12.68
06,2.44,3.39,3.33,12.5,8.57,17.8,12.57,15.87
07,3.45,0.0,3.38,0.0,9.3,18.68,13.1,15.58
08,4.72,9.71,3.95,25.0,10.71,20.89,17.2,19.34
10,4.82,9.23,4.88,10.34,5.5,16.25,13.4,14.67
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,10.14,0.0,3.21,7.14,5.66,15.27,12.6,14.08
16,6.35,5.88,4.0,0.0,5.56,18.98,13.91,16.66
19,5.41,5.83,9.32,7.14,3.6,21.3,12.45,15.43
21,5.46,6.16,5.92,11.11,3.85,18.88,12.89,15.32
25,4.57,6.5,7.14,14.29,13.82,16.78,13.83,13.96
27,1.25,3.47,3.08,8.33,2.9,16.5,12.31,14.85
29,3.99,6.36,4.26,9.09,4.94,17.17,11.77,14.28
TOTAL,4.86,5.62,4.59,7.87,6.68,17.4,13.03,15.0
