PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
COLDWATER,0.00,12.00,10.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,0.00,0.00,84.00,71.00,0.00,18.00,23.00,224.0
DIRTSELLER,0.00,4.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,80.00,0.00,2.00,2.00,177.0
HAYWOOD,0.00,7.00,13.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00,63.00,0.00,0.00,1.00,157.0
LYERLY,0.00,51.00,49.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,389.0,335.0,0.00,21.00,20.00,876.0
TRION,1.00,147.0,168.0,0.00,9.00,5.00,0.00,2.00,2.00,0.00,23.00,30.00,0.00,9.00,6.00,1.00,1509.0,1296.0,0.00,30.00,16.00,3254.0
SUMMERVILLE,0.00,242.0,215.0,0.00,21.00,13.00,0.00,3.00,4.00,0.00,12.00,12.00,0.00,8.00,5.00,0.00,2015.0,1598.0,0.00,398.0,295.0,4841.0
TELOGA,0.00,14.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,254.0,245.0,0.00,0.00,0.00,542.0
DIRTTOWN,0.00,30.00,36.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,341.0,319.0,0.00,39.00,29.00,801.0
SEMINOLE,0.00,7.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61.00,52.00,0.00,5.00,3.00,136.0
SUBLIGNA,0.00,21.00,25.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,196.0,187.0,0.00,1.00,0.00,438.0
ALPINE,0.00,23.00,25.00,0.00,3.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,410.0,342.0,0.00,8.00,9.00,823.0
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00
CLOUDLAND,0.00,19.00,17.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,157.0,110.0,0.00,0.00,0.00,306.0
PENNVILLE,0.00,28.00,35.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,6.00,7.00,0.00,3.00,2.00,0.00,265.0,220.0,0.00,11.00,9.00,588.0
TOTAL,1.00,605.0,637.0,0.00,44.00,29.00,0.00,7.00,7.00,0.00,46.00,56.00,0.00,25.00,16.00,2.00,5832.0,4918.0,0.00,533.0,407.0,13165.0
