AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.0,0.0,0.0,0.0,3.26,0.0,1.33
25-29,0.0,0.33,0.0,0.0,0.0,3.9,2.56,1.81
30-34,0.0,0.0,8.33,0.0,0.0,5.78,0.0,2.58
35-39,0.0,0.0,0.0,0.0,0.0,6.05,0.0,2.66
40-44,0.0,2.49,0.0,0.0,0.0,8.24,3.23,5.21
45-49,0.0,1.33,0.0,0.0,0.0,12.85,2.94,7.71
50-54,0.0,1.56,0.0,0.0,0.0,13.51,3.7,8.2
55-59,0.0,2.04,33.33,50.0,0.0,18.76,0.0,11.39
60-64,0.0,1.86,0.0,0.0,100.0,24.3,9.38,15.85
65-OVER,8.33,5.16,0.0,0.0,25.0,32.03,7.69,24.17
TOTAL,1.3,1.58,2.67,20.0,4.65,17.96,2.96,10.48
