AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,2.08,0.00,0.00,0.00,15.12,0.00,8.77
25-29,0.00,1.31,0.00,0.00,0.00,9.50,0.00,5.84
30-34,0.00,0.00,0.00,0.00,100.0,12.60,0.00,7.57
35-39,0.00,0.72,0.00,0.00,0.00,14.85,15.38,9.24
40-44,0.00,0.71,0.00,0.00,0.00,19.33,0.00,12.38
45-49,0.00,3.28,0.00,0.00,0.00,24.57,0.00,17.73
50-54,0.00,1.24,0.00,0.00,0.00,21.45,0.00,14.17
55-59,0.00,4.95,0.00,0.00,0.00,23.32,7.69,16.57
60-64,0.00,1.47,0.00,50.00,0.00,33.24,10.00,21.69
65-OVER,0.00,4.58,0.00,0.00,0.00,36.77,6.67,26.72
TOTAL,0.00,2.45,0.00,33.33,6.67,25.13,2.80,16.76
