PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BARWICK,0.00,5.88,4.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.33,15.96,0.00,2.53,2.00,10.17
BOSTON,0.00,8.33,3.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.65,14.49,0.00,3.36,2.24,8.23
CENTRAL,0.00,0.00,2.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.32,13.87,0.00,3.24,1.72,9.45
COOLIDGE,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.76,14.61,0.00,2.02,2.44,9.21
DOUGLASS,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.11,7.87,0.00,2.91,2.42,3.39
ELLABELLE,0.00,3.03,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.83,15.15,0.00,3.51,4.08,11.67
FIRE STATION #2,0.00,7.89,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,25.00,50.00,13.97,19.88,0.00,5.88,2.78,14.61
GATLIN CREEK,0.00,1.49,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,0.00,12.26,14.01,0.00,6.21,4.67,11.21
HARPER,0.00,5.19,1.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.26,15.09,0.00,4.58,3.51,6.12
JERGER,0.00,1.72,11.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.33,0.00,18.66,22.48,0.00,2.24,0.93,14.26
MEIGS,0.00,6.06,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.33,18.58,0.00,6.39,2.96,9.54
MERRILVILLE,0.00,9.09,10.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.25,13.68,0.00,3.92,4.23,9.99
METCALFE,0.00,0.00,11.11,0.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.12,14.29,0.00,0.00,0.00,11.94
NEW COVENANT,0.00,3.70,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,20.00,0.00,0.00,9.92,13.13,0.00,4.88,0.78,9.45
OCHLOCKNEE,0.00,2.94,11.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.99,14.59,0.00,5.15,0.00,10.90
PATTEN,0.00,14.29,10.00,0.00,0.00,100.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.46,16.25,0.00,5.00,0.00,13.82
PAVO,0.00,3.03,17.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.44,16.73,0.00,2.00,2.94,13.54
REMINGTON ESC,0.00,3.67,2.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.91,13.06,0.00,3.42,1.52,9.09
RESOURCE CENTER,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.33,8.93,0.00,5.26,3.31,4.79
SCOTT,0.00,4.76,8.54,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,14.60,18.65,0.00,3.68,0.58,12.71
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.0,0.00,0.00,0.00,0.00,50.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,3.50,4.86,0.00,2.53,3.23,0.00,0.00,0.00,0.00,0.83,0.00,0.00,6.06,5.63,6.25,12.69,15.54,0.00,3.91,2.42,9.73
