PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
1B,0.0,10.0,0.0,0.0,0.0,19.13,4.48,17.44
1C,0.0,0.0,0.0,0.0,0.0,18.11,2.13,16.38
2,0.0,3.29,3.92,0.0,0.0,14.06,1.59,6.47
3A1,0.0,7.14,0.0,0.0,0.0,19.86,11.9,19.03
3C,0.0,0.64,3.57,0.0,0.0,21.54,5.0,15.68
4B,50.0,0.0,0.0,0.0,0.0,24.06,5.0,22.67
4D,0.0,1.75,10.53,0.0,0.0,22.44,6.52,20.21
5A,0.0,2.15,0.0,0.0,0.0,13.66,1.11,11.09
5B,20.0,2.73,0.0,0.0,0.0,15.02,3.39,12.8
88888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,4.26,2.95,2.81,0.0,0.0,18.93,4.07,14.66
