AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.850,0.00,0.00,0.00,6.160,0.00,4.570
25-29,0.00,0.00,0.00,0.00,0.00,6.780,0.00,4.540
30-34,0.00,0.00,0.00,0.00,0.00,9.170,0.00,5.670
35-39,0.00,0.800,0.00,0.00,0.00,6.850,0.00,4.820
40-44,0.00,5.810,0.00,0.00,0.00,6.560,0.00,6.250
45-49,0.00,5.320,0.00,0.00,0.00,12.46,0.00,10.63
50-54,0.00,6.300,0.00,0.00,0.00,16.72,0.00,13.24
55-59,0.00,3.790,33.33,0.00,0.00,22.09,12.50,16.77
60-64,0.00,7.690,0.00,0.00,100.0,17.80,16.67,15.67
65-OVER,100.0,8.970,0.00,0.00,33.33,29.04,18.18,24.71
TOTAL,6.670,4.560,2.130,0.00,15.38,16.61,4.580,13.23
