PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
01A,5.33,5.3,0.0,5.3
01B,7.51,7.4,16.67,7.48
01C,0.99,1.18,0.0,1.08
01D,5.81,3.73,0.0,4.66
01E,5.46,5.92,0.0,5.68
01F,0.63,1.41,0.0,0.99
01G,2.92,2.24,0.0,2.56
01H,1.95,2.44,0.0,2.22
01J,2.36,3.46,0.0,2.97
01P,1.6,3.31,0.0,2.56
01R,1.77,1.6,0.0,1.65
01S,1.8,3.74,0.0,2.86
01T,2.7,3.21,0.0,2.94
02A,4.08,3.16,0.0,3.68
02B,1.72,3.27,0.0,2.26
02C,4.32,4.25,0.0,4.28
02D,3.54,3.88,0.0,3.7
02E,6.41,6.12,0.0,6.25
02F1,3.69,2.84,0.0,3.25
02F2,2.63,2.67,0.0,2.65
02G,3.77,3.9,0.0,3.83
02J,4.84,4.9,25.0,4.9
02K,4.8,3.17,0.0,4.1
02L1,3.72,3.7,0.0,3.7
02L2,2.62,2.64,0.0,2.62
02S,2.72,4.45,0.0,3.54
02W,2.89,1.26,0.0,2.25
03A,1.78,3.42,0.0,2.65
03B,1.69,3.33,0.0,2.43
03C,1.97,5.65,0.0,3.83
03D,4.24,2.61,0.0,3.32
03E,1.89,1.87,0.0,1.87
03F,2.32,1.88,7.14,2.16
03G,1.61,2.23,0.0,1.94
03H,2.1,2.94,0.0,2.51
03I,0.99,1.03,0.0,0.99
03L,1.67,0.96,0.0,1.34
03M,4.34,4.2,0.0,4.27
03N,1.87,1.67,0.0,1.76
03P1A,1.84,1.68,0.0,1.75
03P2,0.0,0.0,0.0,0.0
03S,2.26,4.98,0.0,3.64
03T,1.78,2.53,0.0,2.12
04A,2.27,3.4,0.0,2.83
04B,2.16,0.99,0.0,1.33
04C,1.23,4.05,0.0,2.58
04D,3.74,5.35,0.0,4.59
04F,2.23,3.58,0.0,2.79
04G,1.67,2.88,0.0,2.22
04I,0.97,0.93,0.0,0.95
04J,0.85,0.22,0.0,0.46
04K,3.49,5.29,0.0,4.44
04L,4.62,6.0,0.0,5.31
04M,2.74,3.49,0.0,3.14
04S,3.36,6.72,0.0,5.18
04T,4.59,5.26,0.0,4.93
04V,2.55,1.21,0.0,1.82
