PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
LESLIE,0.00,10.76,0.00,0.00,0.00,19.98,4.55,15.97
THOMSON,0.00,5.06,0.00,0.00,0.00,15.03,0.00,9.67
CHAMBLISS,0.00,4.68,0.00,0.00,0.00,20.67,4.00,14.42
ANDERSONVILLE,0.00,1.18,0.00,0.00,25.00,13.44,0.00,10.44
88888,0.00,0.00,0.00,0.00,0.00,33.33,0.00,14.29
REES PARK,4.55,4.79,0.00,0.00,0.00,15.05,2.13,6.78
GSW CONF CENTER,0.00,3.53,0.00,0.00,12.50,15.28,3.42,10.68
REC DEPT,0.00,5.97,0.00,0.00,0.00,17.63,2.82,7.86
AIRPORT,0.00,5.69,5.00,0.00,0.00,22.11,0.00,14.10
CONCORD,50.00,3.33,0.00,0.00,0.00,22.50,0.00,20.22
PLAINS,0.00,4.35,0.00,0.00,0.00,14.29,3.12,9.42
AG CENTER,0.00,6.71,0.00,0.00,9.09,15.30,13.24,11.98
TOTAL,2.13,5.52,0.57,0.00,5.81,17.27,3.80,10.82
