AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,1.67,0.66,1.45
25-29,0.00,0.00,0.00,0.00,0.00,2.00,1.35,1.86
30-34,0.00,0.00,0.00,0.00,0.00,3.78,2.04,3.49
35-39,0.00,0.00,0.00,0.00,0.00,3.79,2.44,3.59
40-44,0.00,0.00,0.00,0.00,0.00,6.02,2.44,5.65
45-49,0.00,0.00,0.00,0.00,0.00,9.42,0.00,8.76
50-54,0.00,4.76,0.00,0.00,0.00,11.01,2.33,10.34
55-59,0.00,5.26,0.00,0.00,0.00,12.65,2.50,12.02
60-64,0.00,0.00,0.00,0.00,0.00,16.62,4.88,15.26
65-OVER,0.00,11.94,0.00,0.00,0.00,19.65,2.94,18.75
TOTAL,0.00,3.64,0.00,0.00,0.00,10.30,1.86,9.52
