PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
BENTONS,1.00,52.00,47.00,0.00,8.00,9.00,0.00,1.00,0.00,0.00,5.00,10.00,0.00,4.00,5.00,1.00,898.0,893.0,0.00,120.0,104.0,2158.0
BRANTLEYS,1.00,23.00,24.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,6.00,1.00,0.00,4.00,1.00,0.00,448.0,416.0,0.00,26.00,18.00,971.0
BURGAYS,0.00,54.00,59.00,0.00,7.00,8.00,0.00,0.00,0.00,0.00,5.00,10.00,0.00,8.00,7.00,0.00,948.0,877.0,1.00,78.00,74.00,2136.0
CABANISS,0.00,24.00,37.00,0.00,2.00,5.00,0.00,1.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,257.0,245.0,0.00,64.00,61.00,701.0
COX,0.00,19.00,27.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,3.00,0.00,259.0,247.0,0.00,43.00,45.00,648.0
CULLODEN,1.00,13.00,16.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,125.0,138.0,0.00,70.00,50.00,419.0
DILLARDS,1.00,28.00,36.00,0.00,4.00,1.00,0.00,1.00,1.00,0.00,4.00,3.00,0.00,2.00,3.00,1.00,380.0,334.0,0.00,43.00,38.00,880.0
EVERS,4.00,66.00,57.00,0.00,7.00,3.00,0.00,1.00,0.00,0.00,5.00,7.00,0.00,6.00,4.00,2.00,729.0,667.0,0.00,108.0,85.00,1751.0
FORSYTH,9.00,117.0,149.0,0.00,7.00,10.00,0.00,1.00,1.00,0.00,5.00,8.00,0.00,15.00,13.00,1.00,1009.0,789.0,2.00,1219.0,838.0,4193.0
HIGH FALLS,1.00,63.00,91.00,0.00,7.00,10.00,0.00,1.00,1.00,0.00,12.00,5.00,0.00,4.00,1.00,1.00,690.0,665.0,0.00,40.00,47.00,1639.0
KELSEYS,0.00,15.00,19.00,0.00,3.00,1.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,1.00,0.00,0.00,171.0,179.0,0.00,138.0,116.0,646.0
MIDDLEBROOKS,3.00,35.00,47.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,1.00,0.00,0.00,533.0,476.0,0.00,59.00,51.00,1211.0
PROCTORS,0.00,55.00,67.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00,4.00,7.00,0.00,1.00,0.00,1.00,381.0,359.0,0.00,91.00,72.00,1045.0
RUSSELLVILLE,0.00,12.00,16.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,166.0,165.0,0.00,38.00,35.00,436.0
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00
TOTAL,21.00,576.0,692.0,0.00,53.00,55.00,0.00,7.00,4.00,0.00,53.00,55.00,0.00,54.00,39.00,7.00,6994.0,6450.0,3.00,2138.0,1634.0,18835.0
