AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.96,0.00,0.00,0.00,4.79,1.22,3.39
25-29,0.00,1.08,0.00,0.00,0.00,3.69,2.82,2.91
30-34,0.00,3.02,0.00,0.00,0.00,6.33,0.00,5.33
35-39,12.50,1.50,0.00,0.00,0.00,7.83,2.00,5.94
40-44,16.67,3.44,0.00,0.00,0.00,9.63,0.00,7.85
45-49,0.00,3.30,16.67,0.00,12.50,16.13,4.26,12.59
50-54,0.00,6.70,22.22,0.00,0.00,19.54,0.00,15.63
55-59,0.00,9.15,0.00,0.00,0.00,22.80,5.00,18.62
60-64,12.50,15.35,0.00,50.00,0.00,30.50,5.56,25.43
65-OVER,5.56,19.25,9.09,0.00,0.00,41.04,2.74,35.03
TOTAL,5.63,7.96,4.08,5.26,1.92,19.98,2.19,16.20
