AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.680,0.00,0.00,0.00,3.180,0.890,2.430
25-29,0.00,1.390,0.00,0.00,0.00,2.860,1.960,2.380
30-34,0.00,0.00,0.00,0.00,0.00,4.480,2.220,3.330
35-39,0.00,0.950,0.00,0.00,0.00,8.620,3.570,6.790
40-44,0.00,1.050,0.00,0.00,0.00,10.46,3.450,8.190
45-49,0.00,0.870,0.00,0.00,0.00,12.11,2.940,9.460
50-54,0.00,6.580,0.00,0.00,0.00,15.24,7.690,13.00
55-59,0.00,4.790,0.00,0.00,0.00,20.52,2.560,16.25
60-64,0.00,5.730,0.00,0.00,25.00,23.99,9.090,19.35
65-OVER,20.00,7.300,0.00,0.00,20.00,32.42,6.120,26.06
TOTAL,4.760,4.030,0.00,0.00,5.000,17.05,3.490,13.41
