PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
1-A,18.37,14.07,0.00,16.09
1-B,10.72,12.71,0.00,11.82
2,20.43,20.00,0.00,20.20
3-A,15.02,13.08,0.00,13.95
3-B,16.96,15.94,0.00,16.43
4-A,16.78,15.27,0.00,16.05
4-B,22.66,21.80,0.00,22.21
88888,0.00,0.00,0.00,0.00
TOTAL,18.14,17.13,0.00,17.60
