PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
BLACKROCK,0.00,4.65,2.27,0.00,3.03,25.40,5.00,11.14
BROOKS,16.67,1.69,9.09,0.00,10.00,22.39,11.98,20.54
EUROPE,0.00,6.86,0.00,0.00,2.08,21.14,6.01,8.00
FAYETTEVILLE EAST,0.00,3.39,0.00,0.00,0.00,18.67,4.78,10.90
FAYETTEVILLE WEST,3.92,2.40,3.85,0.00,14.29,19.83,7.98,12.05
FLINT,0.00,4.90,7.14,0.00,5.00,19.05,8.19,11.57
HOPEFUL,0.00,6.05,1.79,0.00,0.00,22.77,6.25,12.99
MORNING CREEK,6.52,4.97,4.62,0.00,2.44,24.66,5.95,13.26
RAREOVER,5.26,5.52,3.45,0.00,15.79,20.65,7.75,16.81
SANDY CREEK,2.13,4.15,3.82,25.00,1.45,18.95,5.37,10.37
SHAKERAG EAST,0.00,5.08,5.66,0.00,8.00,18.63,5.96,14.81
SHAKERAG WEST,7.69,0.00,13.04,100.0,11.11,19.52,4.88,17.09
STARRSMILL,19.23,4.13,7.69,0.00,7.69,18.56,11.45,16.51
WHITEWATER,2.00,6.79,4.48,28.57,9.30,18.03,9.09,15.03
WOOLSEY,7.69,4.23,7.69,0.00,0.00,24.38,11.55,21.34
MCINTOSH,0.99,5.16,8.33,0.00,5.88,16.56,7.39,13.84
OAK GROVE,12.00,2.99,17.14,0.00,11.11,16.22,7.41,14.38
KEDRON,1.68,2.58,1.71,0.00,0.00,13.32,5.95,9.51
ABERDEEN,0.00,5.94,0.00,0.00,10.00,21.26,12.16,18.63
WINDGATE,0.00,2.78,8.70,0.00,0.00,18.36,10.00,16.25
FLAT CREEK,0.00,4.20,2.90,0.00,0.00,14.16,6.99,11.21
BRAELINN,0.00,10.34,3.12,0.00,7.69,17.56,10.79,16.05
KENWOOD,0.00,7.07,0.00,0.00,13.33,18.03,10.91,10.00
BANKS,2.56,5.10,0.00,0.00,8.33,25.78,7.85,16.06
HARPS CROSSING,7.14,3.05,12.50,0.00,5.88,23.77,8.76,18.64
WILLOW POND,1.12,4.17,2.59,0.00,2.70,16.74,8.12,11.79
DOGWOOD,5.13,4.75,4.26,0.00,10.34,24.34,11.58,19.23
OAK RIDGE,4.08,6.61,0.00,0.00,3.12,28.48,6.18,15.89
JEFF DAVIS,1.32,3.02,4.76,0.00,0.00,16.85,3.79,8.53
MURPHY,0.00,3.31,2.27,0.00,10.00,21.18,4.08,13.48
FIELDING RIDGE,2.46,3.17,7.06,0.00,2.33,16.55,7.27,13.77
WILLOWBEND,0.00,7.69,0.00,0.00,10.53,15.64,8.29,13.42
CAMP CREEK,2.38,8.82,3.45,33.33,15.38,18.77,9.57,16.71
RISING STAR,0.00,4.88,5.05,0.00,8.33,12.42,9.68,11.22
SPRING HILL,6.02,5.66,2.99,0.00,3.45,17.86,7.35,12.25
ANTIOCH,3.23,3.53,2.70,0.00,9.68,23.11,7.32,17.16
88888,0.00,0.00,0.00,0.00,0.00,0.00,inf00,50.00
TOTAL,2.48,4.86,4.08,6.49,5.33,19.10,7.63,13.85
