AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,3.07,0.00,1.52
25-29,0.00,0.00,0.00,0.00,0.00,3.70,0.00,2.07
30-34,0.00,0.00,5.88,0.00,0.00,4.63,2.08,3.37
35-39,0.00,3.26,0.00,0.00,0.00,6.11,0.00,4.67
40-44,0.00,0.00,0.00,0.00,0.00,6.80,2.00,4.18
45-49,0.00,5.00,0.00,0.00,0.00,13.54,2.04,10.68
50-54,0.00,3.06,0.00,0.00,0.00,14.70,5.13,11.02
55-59,0.00,1.00,0.00,0.00,0.00,18.46,0.00,13.13
60-64,0.00,3.23,0.00,0.00,0.00,18.47,2.50,13.04
65-OVER,0.00,7.66,0.00,0.00,0.00,29.34,5.63,23.97
TOTAL,0.00,2.92,0.85,0.00,0.00,15.98,1.69,11.32
