PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
SCOTTSBORO,0.00,7.36,0.00,0.00,0.00,17.80,4.00,13.76
NORTH BALDWIN,5.26,8.87,0.00,0.00,6.67,24.70,5.60,20.85
WEST BALDWIN,16.67,10.64,0.00,0.00,0.00,23.09,1.54,16.98
EAST HARDWICK,0.00,4.21,0.00,0.00,14.29,15.45,0.00,6.15
WEST HARDWICK,0.00,9.53,22.22,0.00,0.00,18.91,1.10,11.55
COOPERS,33.33,7.26,0.00,0.00,0.00,22.79,6.90,18.54
SOUTH MILLEDGEVILLE,0.00,10.06,0.00,0.00,0.00,9.82,3.92,9.40
CITY HALL ANNEX,0.00,7.47,0.00,0.00,0.00,13.08,0.00,9.22
BODDIE,0.00,6.62,0.00,0.00,0.00,12.46,0.00,7.62
COURTHOUSE,0.00,15.32,0.00,0.00,0.00,9.74,4.55,10.33
FIRE DEPT,4.17,10.47,0.00,0.00,0.00,13.54,2.13,10.98
NORTH MILLEDGEVILLE,0.00,7.50,0.00,0.00,11.11,23.61,8.06,17.59
MERIWEATHER,0.00,8.86,14.81,0.00,0.00,24.78,16.67,20.20
EAST BALDWIN,0.00,8.35,0.00,0.00,0.00,21.65,5.19,16.06
TOTAL,3.11,8.49,4.05,0.00,2.91,21.29,4.88,15.00
