AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,0.97,0.0,0.0,0.0,3.42,2.08,1.85
25-29,0.0,0.56,0.0,0.0,0.0,1.75,1.64,1.01
30-34,0.0,1.32,0.0,0.0,0.0,4.33,0.0,2.39
35-39,0.0,1.84,0.0,0.0,0.0,6.79,2.27,3.67
40-44,0.0,4.47,0.0,0.0,0.0,9.11,6.82,6.24
45-49,0.0,2.89,0.0,0.0,33.33,11.75,7.27,6.65
50-54,10.0,5.7,0.0,0.0,18.18,15.99,7.32,10.5
55-59,0.0,7.34,0.0,0.0,25.0,19.37,2.78,12.77
60-64,16.67,9.84,0.0,0.0,0.0,22.15,5.71,15.99
65-OVER,0.0,14.18,7.14,0.0,6.67,29.03,5.56,23.29
TOTAL,2.13,5.52,0.57,0.0,5.81,17.27,3.8,10.82
