PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
99999,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00
BA,1.00,221.0,240.0,0.00,39.00,19.00,0.00,1.00,1.00,0.00,48.00,43.00,0.00,40.00,27.00,2.00,1065.0,966.0,2.00,1049.0,843.0,4607.0
BT,2.00,182.0,203.0,0.00,26.00,15.00,0.00,1.00,4.00,0.00,44.00,39.00,0.00,12.00,16.00,3.00,1244.0,1143.0,0.00,398.0,378.0,3710.0
CO,0.00,230.0,188.0,0.00,32.00,16.00,0.00,1.00,0.00,0.00,44.00,39.00,0.00,14.00,13.00,0.00,430.0,364.0,1.00,1313.0,812.0,3497.0
FI,1.00,351.0,328.0,1.00,61.00,42.00,0.00,5.00,1.00,0.00,56.00,36.00,0.00,33.00,37.00,0.00,538.0,445.0,2.00,2475.0,1761.0,6173.0
FS,0.00,219.0,210.0,0.00,34.00,31.00,0.00,2.00,0.00,0.00,42.00,33.00,0.00,55.00,45.00,0.00,488.0,426.0,0.00,1295.0,1014.0,3894.0
HC,0.00,138.0,110.0,0.00,20.00,10.00,0.00,1.00,3.00,0.00,25.00,16.00,0.00,18.00,12.00,1.00,668.0,626.0,0.00,422.0,317.0,2387.0
HI,3.00,179.0,187.0,0.00,33.00,24.00,0.00,3.00,1.00,0.00,39.00,28.00,0.00,20.00,9.00,1.00,609.0,575.0,1.00,842.0,605.0,3159.0
LA,0.00,119.0,109.0,0.00,15.00,10.00,0.00,0.00,0.00,0.00,115.0,109.0,0.00,4.00,5.00,0.00,281.0,262.0,0.00,389.0,341.0,1759.0
LO,1.00,182.0,148.0,0.00,21.00,23.00,0.00,1.00,6.00,0.00,17.00,14.00,0.00,22.00,9.00,2.00,843.0,834.0,2.00,842.0,740.0,3707.0
MA,0.00,161.0,163.0,0.00,18.00,9.00,0.00,0.00,1.00,0.00,45.00,39.00,0.00,24.00,14.00,0.00,812.0,764.0,0.00,530.0,411.0,2991.0
MI,0.00,247.0,225.0,0.00,46.00,27.00,0.00,0.00,1.00,0.00,56.00,55.00,0.00,17.00,10.00,0.00,496.0,435.0,0.00,1306.0,932.0,3853.0
OT,4.00,398.0,330.0,0.00,53.00,42.00,0.00,5.00,4.00,0.00,49.00,57.00,0.00,16.00,18.00,0.00,591.0,441.0,2.00,2367.0,1499.0,5876.0
RO,3.00,214.0,227.0,0.00,38.00,26.00,0.00,2.00,1.00,0.00,59.00,43.00,1.00,14.00,12.00,1.00,697.0,574.0,2.00,1293.0,1027.0,4234.0
SM,1.00,218.0,208.0,0.00,28.00,27.00,0.00,1.00,2.00,0.00,43.00,26.00,0.00,42.00,29.00,0.00,638.0,555.0,0.00,1235.0,1031.0,4084.0
SP,1.00,236.0,236.0,0.00,36.00,24.00,0.00,2.00,4.00,0.00,48.00,36.00,0.00,20.00,16.00,0.00,625.0,564.0,3.00,1427.0,1100.0,4378.0
ST,2.00,145.0,164.0,0.00,24.00,16.00,0.00,5.00,1.00,1.00,32.00,27.00,0.00,22.00,22.00,1.00,726.0,687.0,1.00,696.0,521.0,3093.0
TOTAL,19.00,3441.0,3276.0,1.00,524.0,361.0,0.00,30.00,30.00,1.00,762.0,640.0,1.00,373.0,294.0,11.00,10751.0,9661.0,16.00,17879.0,13334.0,61405.0
