AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.88,0.00,0.00,0.00,4.45,0.56,2.94
25-29,0.00,0.00,0.00,0.00,0.00,4.39,0.00,2.83
30-34,0.00,0.65,0.00,0.00,0.00,10.83,6.38,8.05
35-39,0.00,0.61,7.69,0.00,0.00,10.21,2.13,7.64
40-44,0.00,3.80,7.69,0.00,0.00,12.07,1.96,9.75
45-49,0.00,2.19,5.56,0.00,0.00,12.94,0.00,10.13
50-54,10.00,1.89,7.69,0.00,0.00,13.94,7.46,11.33
55-59,33.33,2.63,0.00,0.00,0.00,23.87,4.26,18.54
60-64,0.00,3.61,14.29,0.00,0.00,28.37,5.56,23.22
65-OVER,0.00,7.60,0.00,0.00,0.00,33.00,13.33,28.05
TOTAL,4.26,2.95,2.81,0.00,0.00,18.93,4.07,14.66
