PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
TARBORO,0.00,0.00,1.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.01,17.69,0.00,17.05,9.59,12.11
WAVERLY,0.00,13.58,6.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,0.00,0.00,13.81,13.64,0.00,12.42,8.49,12.67
WOODBINE,0.00,8.21,7.41,0.00,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,0.00,15.91,15.73,0.00,13.50,13.00,13.75
BROWNTOWN,0.00,4.05,4.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.06,12.11,0.00,18.75,18.75,9.47
HARRIETTS BLUFF,0.00,3.55,4.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,10.85,11.47,0.00,5.45,1.85,9.23
WEST KINGSLAND,0.00,3.41,3.41,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.67,20.00,0.00,9.90,11.53,0.00,5.15,2.17,8.00
NORTH KINGSLAND,0.00,2.47,2.88,0.00,11.76,14.29,0.00,0.00,0.00,0.00,10.00,6.67,0.00,8.33,0.00,0.00,7.70,9.04,0.00,10.16,6.04,7.17
KINGSLAND,0.00,2.94,3.07,0.00,4.55,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,10.00,0.00,8.03,8.70,0.00,3.65,2.86,6.04
EAST KINGSLAND,0.00,3.98,4.53,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1.08,3.08,0.00,12.12,8.70,0.00,8.01,9.33,0.00,3.39,4.38,6.65
NORTH ST MARYS,0.00,0.33,0.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,4.43,7.98,0.00,2.22,0.99,3.25
MARY LEE CLARK,0.00,2.52,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.04,2.44,0.00,3.23,0.00,0.00,6.00,9.08,0.00,3.83,4.17,5.31
SOUTH ST MARYS,0.00,7.14,7.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,12.95,15.96,0.00,15.08,6.09,12.22
MUSH BLUFF,0.00,2.74,4.46,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.23,0.00,0.00,22.22,0.00,9.56,13.01,0.00,3.03,3.62,8.14
WEST SAINT MARYS,0.00,7.84,9.59,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,15.38,30.00,0.00,13.02,15.88,0.00,3.03,10.61,12.80
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,0.00,3.89,4.25,0.00,4.78,1.23,0.00,0.00,0.00,0.00,1.87,2.39,0.00,7.73,9.40,0.00,9.71,11.95,0.00,6.87,5.50,8.39
