PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
RICEBORO YOUTH,6.61,6.42,0.00,6.50
LYMAN HALL SCHOOL,4.12,2.86,0.00,3.38
LEWIS FRASIER SCHOOL,7.03,6.09,0.00,6.52
MEMORIAL DR. EAST,2.98,1.83,0.00,2.28
BUTTON GWINNETT,0.15,0.07,0.00,0.11
TOWN OF ALLENHURST,5.28,5.12,0.00,5.19
HINESVILLE,8.59,7.41,0.00,7.89
LIBERTY COUNTY,8.34,8.34,0.00,8.33
WALTHOURVILLE,2.11,2.17,0.00,2.14
FLEMING WEST,7.11,5.38,0.00,6.16
FLEMING EAST,11.84,10.18,0.00,10.98
GUM BRANCH,6.62,5.28,0.00,5.90
HINESVILLE LODGE 271,4.62,3.13,0.00,3.76
99999,0.00,0.00,0.00,0.00
TOTAL,5.78,4.86,0.00,5.27
