PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
COLEMAN,22.11,19.67,0.00,20.74
SHELLMAN,29.27,35.25,0.00,32.70
BENEVOLENCE,22.22,21.72,0.00,21.95
CUTHBERT/COURTHOUSE,21.24,25.84,0.00,23.84
CUTHBERT,16.81,18.83,0.00,18.13
CARNEGIE,37.82,27.65,0.00,32.52
FOUNTAIN BRIDGE,30.00,28.57,0.00,29.33
SPRINGVALE,28.07,29.85,0.00,29.03
4TH DISTRICT,29.41,26.32,0.00,27.78
99999,0.00,0.00,0.00,0.00
TOTAL,24.59,26.50,0.00,25.66
