PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0
AB,21.74,18.52,0.0,20.0
AG,9.04,7.53,0.0,8.24
D,8.21,5.92,50.0,7.29
F,12.61,8.63,0.0,10.47
H,8.22,6.11,0.0,7.07
TOTAL,8.89,6.69,33.33,7.72
