AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,1.85,1.3,1.42,0.82,1.3,5.32,1.58,2.05
25-29,1.08,0.97,1.28,2.06,1.34,3.32,1.05,1.6
30-34,2.61,1.49,2.4,0.0,2.0,4.69,2.26,2.64
35-39,3.23,2.57,1.89,1.64,2.81,6.6,2.84,3.88
40-44,3.24,3.9,4.1,4.55,3.45,8.12,3.25,5.19
45-49,4.1,5.46,3.03,4.0,5.36,10.8,4.19,7.06
50-54,4.79,7.22,5.63,4.55,5.51,15.49,4.07,9.52
55-59,4.96,9.03,6.25,4.88,5.35,19.04,5.6,11.93
60-64,4.9,12.23,7.32,8.33,10.03,23.42,6.24,15.48
65-OVER,5.48,15.77,7.44,5.97,9.39,31.25,9.17,21.8
TOTAL,3.4,6.01,3.14,2.8,3.69,15.07,3.56,8.5
