PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
KANSAS,50.00,11.11,0.00,0.00,0.00,23.37,9.41,21.97
BOWDON,0.00,1.62,0.00,20.00,8.70,14.63,5.36,11.69
SANDHILL,6.25,1.74,0.00,0.00,2.94,15.33,6.35,11.84
CENTER POINT,0.00,0.00,14.29,0.00,16.67,26.64,17.95,25.34
MT ZION,0.00,0.98,0.00,0.00,0.00,14.87,5.69,13.06
BURWELL,40.00,1.23,0.00,0.00,0.00,18.51,3.88,16.08
CLEM,0.00,1.95,2.86,0.00,0.00,19.27,7.83,16.31
BOWDON JUNCTION,0.00,4.35,6.67,0.00,0.00,17.09,5.30,13.48
TYUS,0.00,3.23,0.00,0.00,0.00,20.06,3.76,17.55
FAIRFIELD,3.85,5.43,5.26,25.00,3.03,17.06,11.29,14.89
HULETT,14.29,0.75,3.70,0.00,23.53,17.67,7.27,15.37
BETHANY,0.00,0.90,0.00,0.00,0.00,13.30,4.72,8.94
V R COUNTY SOUTH,0.00,1.61,0.00,0.00,0.00,13.78,7.49,11.69
V R COUNTY NORTH,0.00,1.55,0.99,0.00,1.79,10.25,4.24,7.87
VILLA RICA CITY,1.92,1.28,0.54,0.00,1.35,10.06,3.75,6.12
TEMPLE COUNTY,7.69,1.78,0.00,0.00,4.76,10.81,7.18,9.46
TEMPLE CITY,4.55,1.25,1.59,0.00,0.00,11.37,5.66,8.42
WHITESBURG,0.00,3.45,0.00,0.00,0.00,19.93,5.56,17.58
ROOPVILLE,0.00,1.60,0.00,0.00,0.00,19.80,5.91,17.48
WEST CARROLLTON,0.00,0.92,0.84,0.00,1.96,7.16,1.55,3.39
LAKESHORE REC CENTER,0.00,1.40,0.00,0.00,0.00,17.40,4.83,11.83
BONNER,0.00,1.21,2.30,0.00,0.00,18.16,5.41,11.94
UNIVERSITY OF W. GA,0.00,0.37,2.27,0.00,2.56,24.39,3.61,13.48
COUNTY ADMIN BLDG,0.00,1.02,2.74,0.00,3.45,13.27,6.07,9.95
TABERNACLE CHURCH,7.14,1.49,0.00,0.00,0.00,19.18,6.82,15.11
BURSON CENTER,0.00,3.91,5.00,0.00,0.00,20.14,0.00,14.18
OLD CAMP CHURCH,0.00,0.55,5.88,0.00,5.00,21.89,6.62,18.57
OAK GROVE,20.00,0.69,0.00,0.00,12.50,23.59,4.58,19.02
88888,0.00,0.00,0.00,0.00,0.00,0.00,inf00,40.00
99999,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TOTAL,2.78,1.47,1.54,2.53,2.65,16.03,5.71,12.12
