AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.0,2.94,25.0,0.0,0.0,7.23,4.55,6.04
25-29,0.0,2.78,0.0,0.0,0.0,10.94,0.0,7.48
30-34,0.0,6.78,0.0,0.0,0.0,5.53,0.0,5.81
35-39,0.0,4.94,0.0,0.0,0.0,18.81,0.0,13.91
40-44,0.0,5.0,0.0,0.0,0.0,19.5,0.0,14.68
45-49,0.0,7.23,0.0,0.0,0.0,21.43,0.0,17.2
50-54,0.0,11.54,0.0,0.0,0.0,23.28,12.5,19.31
55-59,0.0,12.37,0.0,0.0,0.0,32.19,20.0,25.96
60-64,0.0,10.64,0.0,0.0,0.0,35.92,25.0,28.78
65-OVER,0.0,8.82,0.0,50.0,0.0,37.77,26.67,32.89
TOTAL,0.0,7.43,4.76,33.33,0.0,25.41,7.62,20.11
