PRECINCT NAME,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE,TOTAL
01 BIG CREEK,12.50,14.02,16.31,0.00,10.00,11.76,0.00,0.00,12.50,0.00,7.77,7.25,0.00,4.49,6.07,0.00,19.22,19.36,0.00,8.89,8.00,16.44
02 BRANDYWINE,9.09,8.79,9.03,0.00,6.41,4.48,0.00,0.00,14.29,0.00,2.86,3.09,0.00,2.42,4.04,0.00,10.27,11.80,0.00,4.44,2.36,8.50
03 BROWNS BRIDGE,0.00,12.78,14.00,0.00,0.00,11.76,0.00,0.00,0.00,0.00,1.71,1.79,0.00,4.17,0.00,0.00,15.69,18.11,0.00,4.08,7.32,15.31
04 CHESTATEE,33.33,10.63,12.67,0.00,5.26,5.00,0.00,0.00,11.11,0.00,7.02,2.04,0.00,9.09,0.00,0.00,14.64,16.50,0.00,0.00,0.00,14.25
05 COAL MOUNTAIN,0.00,10.03,11.43,0.00,6.06,5.26,0.00,0.00,0.00,0.00,4.35,0.00,0.00,2.08,0.00,0.00,13.34,16.18,0.00,0.96,1.10,12.68
06 CROSSROADS,0.00,10.77,14.30,0.00,8.33,9.09,0.00,0.00,33.33,0.00,4.35,2.50,0.00,0.00,5.88,25.00,16.86,18.85,0.00,0.00,6.67,15.87
07 CUMMING,14.29,11.62,14.94,0.00,12.00,5.56,0.00,0.00,0.00,0.00,1.16,6.45,0.00,3.03,4.00,50.00,16.92,20.98,0.00,0.00,0.00,15.58
08 MASHBURN,28.57,16.43,17.90,0.00,12.00,9.68,0.00,0.00,25.00,0.00,3.33,4.84,0.00,7.02,2.04,11.11,20.04,21.85,0.00,15.56,5.17,19.34
10 MIDWAY,27.78,12.21,14.43,0.00,3.36,8.64,0.00,10.00,12.50,0.00,4.78,5.02,0.00,4.85,4.78,8.33,15.70,16.85,0.00,11.76,6.00,14.67
15 HEARDSVILLE,0.00,12.70,12.60,0.00,6.90,4.17,0.00,14.29,0.00,0.00,2.15,4.26,0.00,8.11,12.90,0.00,13.20,17.60,0.00,0.00,0.00,14.08
16 OTWELL,21.43,13.26,14.51,0.00,8.20,3.23,0.00,0.00,0.00,0.00,4.58,3.24,0.00,7.35,5.17,9.09,17.69,20.49,0.00,6.98,4.59,16.66
19 OLD ATLANTA,11.11,12.01,12.88,0.00,0.00,6.67,0.00,12.50,0.00,0.00,7.81,11.11,0.00,5.06,5.79,0.00,20.36,22.30,0.00,5.83,5.83,15.43
21 SOUTH FORSYTH,16.67,12.01,13.69,0.00,1.54,5.49,0.00,0.00,22.22,0.00,5.48,6.38,0.00,4.38,6.68,0.00,18.43,19.38,0.00,6.38,5.92,15.32
25 WINDERMERE,33.33,12.56,14.91,0.00,16.67,10.53,0.00,12.50,16.67,0.00,8.85,5.41,0.00,4.08,5.09,14.29,15.67,18.02,0.00,4.85,8.33,13.96
27 CONCORD,33.33,11.88,12.51,0.00,3.03,2.86,0.00,12.50,0.00,0.00,3.81,2.22,0.00,0.00,3.03,14.29,15.09,18.08,0.00,1.43,5.41,14.85
29 POLO,13.33,12.43,11.10,0.00,4.49,5.56,0.00,0.00,15.38,0.00,3.47,5.24,0.00,4.68,3.26,5.88,16.48,17.99,0.00,6.20,6.60,14.28
TOTAL,17.31,12.34,13.69,0.00,6.31,7.14,0.00,5.08,11.34,0.00,4.58,4.61,0.00,4.45,5.32,6.96,16.50,18.42,0.00,6.08,5.07,15.00
