PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
BLOWING CAVE,14.94,12.09,0.00,13.35
CAIRO 4TH DISTR,4.46,5.82,33.33,5.28
CAIRO 5TH DISTR,12.88,10.44,0.00,11.42
DUNCANVILLE,11.50,10.39,0.00,10.94
HIGDON,9.19,12.91,0.00,11.18
LIMESINK,16.67,10.24,0.00,12.94
MIDWAY,12.50,12.24,0.00,12.36
PINE PARK,9.27,8.03,0.00,8.59
RAGAN,16.02,12.64,0.00,14.11
SPENCE,16.09,13.90,0.00,14.91
SPRING HILL,20.00,19.32,0.00,19.65
WHIGHAM,10.38,10.21,0.00,10.29
WOODLAND,16.20,15.83,0.00,16.00
TOTAL,12.03,11.14,14.29,11.54
